row,name,meta,address,phone,zip
376,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 22.68 miles
19 Greenridge Avenue White Plains 10605
(914)528-2021
Handicap Accessible",19 Greenridge Avenue White Plains 10605,(914)528-2021,10605
377,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 37.47 miles
300 Crotona Avenue, Speech Room Cortlandt Manor 10567
(914)965-1109
Handicap Accessible","300 Crotona Avenue, Speech Room Cortlandt Manor 10567",(914)965-1109,10567
378,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 37.68 miles
980 Pemant Street, Room 108 Peekskill 10566
(914)965-1109
Handicap Accessible","980 Pemant Street, Room 108 Peekskill 10566",(914)965-1109,10566
379,KINGSBORO PSYCHIATRIC CENTER (NYSOMH),"Distance: 5.37 miles
754 Lexington Ave Brooklyn 11221
(718)453-200
Handicap Accessible",754 Lexington Ave Brooklyn 11221,(718)453-200,11221
380,"LA CASA DE SALUD, INC.","Distance: 7.23 miles
966 Prospect Avenue Bronx 10459
(718)842-1412
Handicap Accessible",966 Prospect Avenue Bronx 10459,(718)842-1412,10459
381,"LEXINGTON CENTER FOR MENTAL HEALTH SERVICES, INC.","Distance: 5.45 miles
26-26 75th Street East Elmhurst 11370
(718)350-3110
Handicap Accessible",26-26 75th Street East Elmhurst 11370,(718)350-3110,11370
382,"LOWER EASTSIDE SERVICE CENTER, INC.","Distance: 2.39 miles
46 East Broadway, 2nd & 7th Floor New York 10002
(212)566-3563
Handicap Accessible","46 East Broadway, 2nd & 7th Floor New York 10002",(212)566-3563,10002
383,"MENTAL HEALTH PROVIDERS OF WESTERN QUEENS, INC.","Distance: 4.02 miles
44-04 Queens Boulevard Sunnyside 11104
(718)672-1705
Handicap Accessible",44-04 Queens Boulevard Sunnyside 11104,(718)672-1705,11104
384,MOUNT SINAI HOSPITAL,"Distance: 1.56 miles
1000 10th Ave New York 10019
(212)523-4000
Handicap Accessible",1000 10th Ave New York 10019,(212)523-4000,10019
385,MOUNT SINAI HOSPITAL,"Distance: 3.95 miles
1249 5th Avenue New York 10029
(212)241-6500
Handicap Accessible",1249 5th Avenue New York 10029,(212)241-6500,10029
386,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 10.77 miles
108-19 Rockaway Boulevard Ozone Park 11420
(718)471-8671
Handicap Accessible",108-19 Rockaway Boulevard Ozone Park 11420,(718)471-8671,11420
387,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 14.48 miles
115-02 Ocean Promenade Rockaway Park 11694
(718)471-8671
Handicap Accessible",115-02 Ocean Promenade Rockaway Park 11694,(718)471-8671,11694
388,"NEW YORK COUNSELING FOR CHANGE, LLC","Distance: 3.29 miles
30-46 Northern Boulevard Long Island City 11101
(718)424-6191
Handicap Accessible",30-46 Northern Boulevard Long Island City 11101,(718)424-6191,11101
389,NORTHWELL / LIJ ZUCKER HILLSIDE HOSPITAL,"Distance: 14.88 miles
75-59 263rd Street, Basement, 1st Floor, SW 2nd F Glen Oaks 11004
(718)470-8120
Handicap Accessible","75-59 263rd Street, Basement, 1st Floor, SW 2nd F Glen Oaks 11004",(718)470-8120,11004
390,NORTHWELL / SOUTH OAKS HOSPITAL,"Distance: 30.39 miles
400 Sunrise Highway Amityville 11701
(631)608-5028
Handicap Accessible",400 Sunrise Highway Amityville 11701,(631)608-5028,11701
391,NORTHWELL / STATEN ISLAND UNIVERSITY HOSPITAL,"Distance: 19.19 miles
392 Seguine Ave Staten Island 10309
(718)226-3498
Handicap Accessible",392 Seguine Ave Staten Island 10309,(718)226-3498,10309
392,NORTHWELL/NSUH - SYOSSET HOSPITAL,"Distance: 25.93 miles
221 Jericho Turnpike Syosset 11791
(516)496-6400
Handicap Accessible",221 Jericho Turnpike Syosset 11791,(516)496-6400,11791
393,NYC HEALTH + HOSPITALS / METROPOLITAN,"Distance: 3.71 miles
1901 First Avenue New York 10029
(718)579-4061
Handicap Accessible",1901 First Avenue New York 10029,(718)579-4061,10029
394,NYU LANGONE HOSPITALS,"Distance: 7.2 miles
514 49th Street Brooklyn 11220
(646)929-7800
Handicap Accessible",514 49th Street Brooklyn 11220,(646)929-7800,11220
395,OHEL CHILDREN'S HOME AND FAMILY SERVICES DBA TIKVAH AT OHEL,"Distance: 16.64 miles
613 Beach 9th St, Room BR100 Far Rockaway 11691
(718)435-5533
Handicap Accessible","613 Beach 9th St, Room BR100 Far Rockaway 11691",(718)435-5533,11691
396,OUTREACH DEVELOPMENT CORPORATION,"Distance: 2.5 miles
960 Manhattan Ave Brooklyn 11222
(718)383-7200
Handicap Accessible",960 Manhattan Ave Brooklyn 11222,(718)383-7200,11222
397,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.39 miles
4111 18th Avenue Brooklyn 11218
(718)875-6900
Handicap Accessible",4111 18th Avenue Brooklyn 11218,(718)875-6900,11218
398,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 3.39 miles
6 Lee Avenue Rm 305 Brooklyn 11211
(718)875-6900
Handicap Accessible",6 Lee Avenue Rm 305 Brooklyn 11211,(718)875-6900,11211
399,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.11 miles
945 39th Street Rm 100 Brooklyn 11219
(718)875-6900
Handicap Accessible",945 39th Street Rm 100 Brooklyn 11219,(718)875-6900,11219
400,PILGRIM PSYCHIATRIC CENTER (NYSOMH),"Distance: 54.49 miles
31 Industrial Boulevard Medford 11763
(518)549-5272
Handicap Accessible",31 Industrial Boulevard Medford 11763,(518)549-5272,11763
401,POST GRADUATE CENTER FOR MENTAL HEALTH,"Distance: 5.88 miles
164 20th Street, 4th Floor Brooklyn 11232
(718)431-8725
Handicap Accessible","164 20th Street, 4th Floor Brooklyn 11232",(718)431-8725,11232
402,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER (NYSOMH),"Distance: 15.63 miles
100 California Road Mount Vernon 10552
(518)549-5272
Handicap Accessible",100 California Road Mount Vernon 10552,(518)549-5272,10552
403,"SAFE HORIZON, INC.","Distance: 3.88 miles
50 Court Street Brooklyn 11201
(212)316-2100
Handicap Accessible",50 Court Street Brooklyn 11201,(212)316-2100,11201
404,"SAFE HORIZON, INC.","Distance: 3.88 miles
50 Court Street, Suite 901 Brooklyn 11201
(347)328-8110
Handicap Accessible","50 Court Street, Suite 901 Brooklyn 11201",(347)328-8110,11201
405,SAMARITAN DAYTOP VILLAGE INC,"Distance: 11.78 miles
1915 Forest Ave Staten Island 10303
(718)292-4455
Handicap Accessible",1915 Forest Ave Staten Island 10303,(718)292-4455,10303
406,SAMARITAN DAYTOP VILLAGE INC,"Distance: 79.33 miles
88 Fox Hollow Road Rhinebeck 12572
(845)876-3789
Handicap Accessible",88 Fox Hollow Road Rhinebeck 12572,(845)876-3789,12572
407,"SAMUEL FIELD YM & YWHA, INC. DBA COMMUNITY ADVISORY PROGRAM FOR THE ELDERLY","Distance: 9.09 miles
45-25 Kissena Boulevard Flushing 11355
(718)224-0566
Handicap Accessible",45-25 Kissena Boulevard Flushing 11355,(718)224-0566,11355
408,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 0.83 miles
127 West 43rd Street New York 10036
(212)787-7120
Handicap Accessible",127 West 43rd Street New York 10036,(212)787-7120,10036
409,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 2.38 miles
49 East 73rd Street New York 10021
(212)787-7120
Handicap Accessible",49 East 73rd Street New York 10021,(212)787-7120,10021
410,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 2.63 miles
546 Main Street New York 10044
(212)787-7120
Handicap Accessible",546 Main Street New York 10044,(212)787-7120,10044
411,SOUTH BEACH PSYCHIATRIC CENTER (NYSOMH),"Distance: 4.27 miles
25 Flatbush Avenue Brooklyn 11217
(718)453-3200
Handicap Accessible",25 Flatbush Avenue Brooklyn 11217,(718)453-3200,11217
412,SOUTH BEACH PSYCHIATRIC CENTER (NYSOMH),"Distance: 11.11 miles
777 Seaview Avenue. Bldg 10, 2nd Fl Staten Island 10305
(718)667-2662
Handicap Accessible","777 Seaview Avenue. Bldg 10, 2nd Fl Staten Island 10305",(718)667-2662,10305
413,"THE CHILD CENTER OF NY, INC.","Distance: 9.01 miles
140-15B Sanford Avenue, 2nd Floor Flushing 11355
(718)358-8288
Handicap Accessible","140-15B Sanford Avenue, 2nd Floor Flushing 11355",(718)358-8288,11355
414,"THE FAMILY CENTER, INC.","Distance: 5.29 miles
493 Nostrand Avenue Brooklyn 11216
(718)230-1379
Handicap Accessible",493 Nostrand Avenue Brooklyn 11216,(718)230-1379,11216
415,THE FLOATING HOSPITAL INC.,"Distance: 3.03 miles
41-40 27th Street Long Island City 11101
(718)784-2240
Handicap Accessible",41-40 27th Street Long Island City 11101,(718)784-2240,11101
416,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,"Distance: 8.11 miles
1490 Southern Boulevard Bronx 10460
(212)273-5200
Handicap Accessible",1490 Southern Boulevard Bronx 10460,(212)273-5200,10460
417,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.2 miles
1622 Central Avenue Far Rockaway 11691
(718)327-9001
Handicap Accessible",1622 Central Avenue Far Rockaway 11691,(718)327-9001,11691
418,THE NEW YORK FOUNDLING,"Distance: 4.09 miles
180 Livingston St. Brooklyn 11201
(718)772-0280
Handicap Accessible",180 Livingston St. Brooklyn 11201,(718)772-0280,11201
419,"THE PAC PROGRAM OF THE BRONX, INC.","Distance: 6.65 miles
40-11 Warren St Elmhurst 11373
(718)729-8686
Handicap Accessible",40-11 Warren St Elmhurst 11373,(718)729-8686,11373
420,"TRANSITIONAL SERVICES FOR NEW YORK, INC.","Distance: 10.39 miles
90-27 Sutphin Boulevard Jamaica 11435
(718)526-8400
Handicap Accessible",90-27 Sutphin Boulevard Jamaica 11435,(718)526-8400,11435
421,"VIP COMMUNITY SERVICES, INC.","Distance: 8.6 miles
716 Fairmount Pl Bronx 10457
(718)542-8700
Handicap Accessible",716 Fairmount Pl Bronx 10457,(718)542-8700,10457
422,VISITING NURSE SERVICE OF NEW YORK,"Distance: 11.05 miles
1200 Waters Pl Bronx 10461
(212)290-6565
Handicap Accessible",1200 Waters Pl Bronx 10461,(212)290-6565,10461
423,"WELLLIFE NETWORK, INC.","Distance: 52.77 miles
3600 Route 112 Coram 11727
(631)920-8302
Handicap Accessible",3600 Route 112 Coram 11727,(631)920-8302,11727
424,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 14.09 miles
131 Warburton Avenue, Rooms 5-6 Yonkers 10701
(914)231-2924
Handicap Accessible","131 Warburton Avenue, Rooms 5-6 Yonkers 10701",(914)231-2924,10701
425,ACMH INC.,"Distance: 0.16 miles
254 West 31 Street, 2nd FL. (Office) New York 10001
(212)274-8558
Handicap Accessible","254 West 31 Street, 2nd FL. (Office) New York 10001",(212)274-8558,10001
426,"ACMH, INC.","Distance: 1.9 miles
165 E. 2nd Street New York 10009
(212)253-6377
Handicap Accessible",165 E. 2nd Street New York 10009,(212)253-6377,10009
427,"ACMH, INC.","Distance: 6.01 miles
462 E. 144th Street Bronx 10454
(212)253-6377
Handicap Accessible",462 E. 144th Street Bronx 10454,(212)253-6377,10454
428,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 8.14 miles
1001 Jennings Street, Room 400 Bronx 10460
(718)231-3400
Handicap Accessible","1001 Jennings Street, Room 400 Bronx 10460",(718)231-3400,10460
429,"BROOKLYN CENTER FOR FAMILIES IN CRISIS, INC.","Distance: 8.84 miles
1309-1311 Foster Ave. Brooklyn 11230
(718)282-0010
Handicap Accessible",1309-1311 Foster Ave. Brooklyn 11230,(718)282-0010,11230
430,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 5.92 miles
35-24 83rd Street Jackson Heights 11372
(718)722-6258
Handicap Accessible",35-24 83rd Street Jackson Heights 11372,(718)722-6258,11372
431,"CHILDREN OF PROMISE, NYC","Distance: 5.41 miles
54 Mac Donough Street Brooklyn 11216
(718)483-9290
Handicap Accessible",54 Mac Donough Street Brooklyn 11216,(718)483-9290,11216
432,DENNELISSE LHCSA,"Distance: 6.07 miles
460 Will Avenue Bronx 10455
(212)420-1970
Handicap Accessible",460 Will Avenue Bronx 10455,(212)420-1970,10455
433,"FAMILY SERVICES OF WESTCHESTER, INC.","Distance: 23.17 miles
7-11 South Broadway White Plains 10601
(914)948-8004
Handicap Accessible",7-11 South Broadway White Plains 10601,(914)948-8004,10601
434,FIFTH AVENUE COUNSELING CENTER INC.,"Distance: 0.77 miles
5 East 17th Street, 2nd Floor New York 10003
(212)989-2990
Handicap Accessible","5 East 17th Street, 2nd Floor New York 10003",(212)989-2990,10003
435,FLUSHING HOSPITAL MEDICAL CENTER,"Distance: 9.09 miles
45th Avenue at Parsons Boulevard Flushing 11355
(718)670-5000
Handicap Accessible",45th Avenue at Parsons Boulevard Flushing 11355,(718)670-5000,11355
436,HAMASPIK OF KINGS COUNTY,"Distance: 3.55 miles
295 Division Ave Brooklyn 11211
(718) 80-9989
Handicap Accessible",295 Division Ave Brooklyn 11211,(718) 80-9989,11211
437,"HAMILTON-MADISON HOUSE, INC.","Distance: 2.65 miles
253 South Street, 3rd Fl New York 10002
(212)720-4540
Handicap Accessible","253 South Street, 3rd Fl New York 10002",(212)720-4540,10002
438,HEIGHTS-HILL MENTAL HEALTH SERVICE SBPC COMMUNITY,"Distance: 4.27 miles
25 Flatbush Avenue, Third Floor Brooklyn 11217
(718)852-5212
Handicap Accessible","25 Flatbush Avenue, Third Floor Brooklyn 11217",(718)852-5212,11217
439,"HISPANIC COUNSELING CENTER, INC.","Distance: 19.84 miles
344 Fulton Avenue Hempstead 11550
(516)538-2613
Handicap Accessible",344 Fulton Avenue Hempstead 11550,(516)538-2613,11550
440,"HOUSING WORKS HEALTH SERVICES III, INC.","Distance: 8.17 miles
2640 Pitkin Avenue Brooklyn 11208
(718)277-0386
Handicap Accessible",2640 Pitkin Avenue Brooklyn 11208,(718)277-0386,11208
441,INSTITUTE FOR COMMUNITY LIVING,"Distance: 3.27 miles
125 Broad Street New York 10004
(718)234-0073
Handicap Accessible",125 Broad Street New York 10004,(718)234-0073,10004
442,INSTITUTE FOR COMMUNITY LIVING,"Distance: 12.71 miles
4377 Bronx Boulevard, Suite 302 Bronx 10477
(888)425-0501
Handicap Accessible","4377 Bronx Boulevard, Suite 302 Bronx 10477",(888)425-0501,10477
444,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 6.78 miles
921 East New york Avenue Brooklyn 11203
(718)388-5176
Handicap Accessible",921 East New york Avenue Brooklyn 11203,(718)388-5176,11203
445,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 2.61 miles
80 Catherine Street, Rm 217 & 239, New York 10038
(212)632-4646
Handicap Accessible","80 Catherine Street, Rm 217 & 239, New York 10038",(212)632-4646,10038
446,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 14.44 miles
15 St. Mary's Place, Room 31 Yonkers 10701
(914)528-2021
Handicap Accessible","15 St. Mary's Place, Room 31 Yonkers 10701",(914)528-2021,10701
447,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 29.36 miles
29 South Highland Avenue, Room L3 Ossining 10562
(914)965-1109
Handicap Accessible","29 South Highland Avenue, Room L3 Ossining 10562",(914)965-1109,10562
448,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 40.77 miles
3477 Kahmi Drive, Room 206 Yorktown Heights 10598
(914)736-3371
Handicap Accessible","3477 Kahmi Drive, Room 206 Yorktown Heights 10598",(914)736-3371,10598
449,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 13.91 miles
35 Dock Street Yonkers 10701
(914)965-1109
Handicap Accessible",35 Dock Street Yonkers 10701,(914)965-1109,10701
450,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 22.88 miles
98 South Goodwin Avenue, Room 123 Elmsford 10523
(914)528-2021
Handicap Accessible","98 South Goodwin Avenue, Room 123 Elmsford 10523",(914)528-2021,10523
451,KINGSBORO PSYCHIATRIC CENTER (NYSOMH),"Distance: 7.41 miles
681 Clarkson Ave, Building #1 First Fl - West Brooklyn 11203
(718)257-7780
Handicap Accessible","681 Clarkson Ave, Building #1 First Fl - West Brooklyn 11203",(718)257-7780,11203
452,KOREAN COMMUNITY SERVICES OF METROPOLITAN NY,"Distance: 10.12 miles
42-16 162nd St Flushing 11358
(718)939-6137
Handicap Accessible",42-16 162nd St Flushing 11358,(718)939-6137,11358
453,"MENTAL HEALTH PROVIDERS OF WESTERN QUEENS, INC.","Distance: 4.96 miles
62-07 Woodside Avenue, 4th Floor Woodside 11377
(718)898-5085
Handicap Accessible","62-07 Woodside Avenue, 4th Floor Woodside 11377",(718)898-5085,11377
454,"MORRIS HEIGHTS HEALTH CENTER, INC.","Distance: 8.64 miles
57 West Burnside Avenue Bronx 10453
(718)716-4400
Handicap Accessible",57 West Burnside Avenue Bronx 10453,(718)716-4400,10453
455,"NEW ALTERNATIVES FOR CHILDREN, INC","Distance: 8.15 miles
1775 Grand Concourse Bronx 10457
(212)696-1550
Handicap Accessible",1775 Grand Concourse Bronx 10457,(212)696-1550,10457
456,"NEW ALTERNATIVES FOR CHILDREN, INC","Distance: 8.15 miles
1775 Grand Concourse, Suite 703 Bronx 10453
(212)696-1552
Handicap Accessible","1775 Grand Concourse, Suite 703 Bronx 10453",(212)696-1552,10453
457,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.52 miles
242 Beach 20th Street Far Rockaway 11691
(718)471-8671
Handicap Accessible",242 Beach 20th Street Far Rockaway 11691,(718)471-8671,11691
458,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.2 miles
50 W Hawthorne Ave Valley Stream 11580
(718)471-8671
Handicap Accessible",50 W Hawthorne Ave Valley Stream 11580,(718)471-8671,11580
459,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 15.08 miles
66-03 Beach Channel Drive Arvene 11692
(718)471-8671
Handicap Accessible",66-03 Beach Channel Drive Arvene 11692,(718)471-8671,11692
460,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.31 miles
720 Beach 20th Street Far Rockaway 11691
(718)471-8671
Handicap Accessible",720 Beach 20th Street Far Rockaway 11691,(718)471-8671,11691
461,NEW YORK CITY CHILDREN'S CENTER (NYSOMH),"Distance: 6.14 miles
595 Gerard Avenue, 2nd FL Bronx 10451
(929)348-4560
Handicap Accessible","595 Gerard Avenue, 2nd FL Bronx 10451",(929)348-4560,10451
462,NEW YORK CITY CHILDREN'S CENTER (NYSOMH),"Distance: 14.31 miles
74-03 Commonwealth Blvd, Bldg 57, 1st FL Bellerose 11426
(718)264-4640
Handicap Accessible","74-03 Commonwealth Blvd, Bldg 57, 1st FL Bellerose 11426",(718)264-4640,11426
463,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,"Distance: 9 miles
140-40 Sanford Avenue Flushing 11355
(718)939-7160
Handicap Accessible",140-40 Sanford Avenue Flushing 11355,(718)939-7160,11355
464,NORTHWELL / LONG ISLAND JEWISH MEDICAL CENTER,"Distance: 16.36 miles
1045 Nameoke St, Far Rockaway Far Rockaway 11691
(718)327-3823
Handicap Accessible","1045 Nameoke St, Far Rockaway Far Rockaway 11691",(718)327-3823,11691
465,NYC HEALTH + HOSPITALS / CONEY ISLAND,"Distance: 11.38 miles
2601 Ocean Parkway Brooklyn 11235
(718)579-4061
Handicap Accessible",2601 Ocean Parkway Brooklyn 11235,(718)579-4061,11235
466,NYC HEALTH + HOSPITALS / CONEY ISLAND,"Distance: 11.63 miles
Coney Island Hospital ACT II Brooklyn 11235
(718)616-3000
Handicap Accessible",Coney Island Hospital ACT II Brooklyn 11235,(718)616-3000,11235
467,"NYC HEALTH + HOSPITALS / CUMBERLAND, A GOTHAM HEALTH CENTER","Distance: 3.94 miles
100 N. Portland Avenue Brooklyn 11205
(718)579-4061
Handicap Accessible",100 N. Portland Avenue Brooklyn 11205,(718)579-4061,11205
469,"NYC HEALTH + HOSPITALS / EAST NEW YORK, A GOTHAM HEALTH CENTER","Distance: 7.65 miles
494 Dumont Ave Brooklyn 11207
(718)260-2927
Handicap Accessible",494 Dumont Ave Brooklyn 11207,(718)260-2927,11207
471,"NYC HEALTH + HOSPITALS / MORRISANIA, A GOTHAM HEALTH CENTER","Distance: 7.27 miles
1225 Gerard Avenue Bronx 10452
(718)579-4061
Handicap Accessible",1225 Gerard Avenue Bronx 10452,(718)579-4061,10452
472,OHEL CHILDREN'S HOME AND FAMILY SERVICES DBA TIKVAH AT OHEL,"Distance: 8.76 miles
75-24 Grand Central Parkway, 3rd Floor, Room 2 Forest Hills 11375
(718)435-5533
Handicap Accessible","75-24 Grand Central Parkway, 3rd Floor, Room 2 Forest Hills 11375",(718)435-5533,11375
473,OUTREACH DEVELOPMENT CORPORATION,"Distance: 21.94 miles
27A Washington Place Roosevelt 11575
(516)623-7741
Handicap Accessible",27A Washington Place Roosevelt 11575,(516)623-7741,11575
474,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.96 miles
4706 106th Avenue Rm 103 Brooklyn 11219
(718)875-6900
Handicap Accessible",4706 106th Avenue Rm 103 Brooklyn 11219,(718)875-6900,11219
475,PILGRIM PSYCHIATRIC CENTER (NYSOMH),"Distance: 71.2 miles
550 East Main Street Riverhead 11901
(518)549-5272
Handicap Accessible",550 East Main Street Riverhead 11901,(518)549-5272,11901
476,PILGRIM PSYCHIATRIC CENTER (NYSOMH),"Distance: 37.27 miles
998 Crooked Hill Road West Brentwood 11717
(518)549-5272
Handicap Accessible",998 Crooked Hill Road West Brentwood 11717,(518)549-5272,11717
477,"PROJECT HOSPITALITY, INC.","Distance: 8.61 miles
14 Slosson Terrace Staten Island 10301
(718)273-8409
Handicap Accessible",14 Slosson Terrace Staten Island 10301,(718)273-8409,10301
478,"PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC","Distance: 8.31 miles
1776 Clay Avenue, 1st & 3rd FL. Bronx 10457
(718)960-7599
Handicap Accessible","1776 Clay Avenue, 1st & 3rd FL. Bronx 10457",(718)960-7599,10457
479,"PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC","Distance: 8.31 miles
1776 Clay Avenue, 2nd Floor Bronx 10457
(718)960-7663
Handicap Accessible","1776 Clay Avenue, 2nd Floor Bronx 10457",(718)960-7663,10457
480,RICHMOND UNIVERSITY MEDICAL CENTER,"Distance: 13.23 miles
1130 South Avenue Staten Island 10314
(718)818-1234
Handicap Accessible",1130 South Avenue Staten Island 10314,(718)818-1234,10314
