program_region,program_county,sponsor_name,agency_name,site_name,main_site,site_address,site_city,site_state,site_zip_code,site_county,population_simple,type,full_address,lat,long,geometry
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Wellness Place at P.S. 65Q,N,103-22 99th Street Room 205C,Ozone Park,NY,11417,Queens,Children & Adolescents,School,"103-22 99th Street Room 205C, Ozone Park, NY 11417",40.68265359999999,-73.84156899999999,"[-73.84156899999999, 40.68265359999999]"
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Counseling Center West Rockaway Clinic,Y,88-02 Rockaway Beach Blvd,Rockaway Beach,NY,11693,Queens,Children & Adolescents,Community,"88-02 Rockaway Beach Blvd, Rockaway Beach, NY 11693",40.58750819999999,-73.8132567,"[-73.8132567, 40.58750819999999]"
New York City,Queens,New York City Children's Center,New York City Children's Center,Queens Mid-Childhood Clinic,Y,74-03 Commonwealth Blvd,Bellerose,NY,11426,Queens,Children & Adolescents,Community,"74-03 Commonwealth Blvd, Bellerose, NY 11426",40.7458334,-73.7264836,"[-73.7264836, 40.7458334]"
New York City,Queens,New York City Health and Hospitals Corporation Elmhurst Hospital Center,NYC-HHC Elmhurst Hospital Center,Elmhurst Hospital Mental Health Clinic,Y,79-01 Broadway,Elmhurst,NY,11373,Queens,Children & Adolescents,Community,"79-01 Broadway, Elmhurst, NY 11373",40.7450814,-73.8857797,"[-73.8857797, 40.7450814]"
New York City,Queens,New York City Health and Hospitals Corporation Elmhurst Hospital Center,NYC-HHC Elmhurst Hospital Center,Elmhurst Hospital Mental Health School-based Clinic,Y,33-34 80th Street Joseph Pulitzer I.S. 145,Jackson Heights,NY,11372,Queens,Children & Adolescents,School,"33-34 80th Street Joseph Pulitzer I.S. 145, Jackson Heights, NY 11372",40.754408,-73.8875103,"[-73.8875103, 40.754408]"
New York City,Queens,New York City Health and Hospitals Corporation Queens Hospital Center,NYC-HHC Queens Hospital Center,Jamaica High School Clinic Satellite,N,167-01 Gothic Drive Room 450,Jamaica,NY,11432,Queens,Children & Adolescents,School,"167-01 Gothic Drive Room 450, Jamaica, NY 11432",40.71443319999999,-73.79825240000001,"[-73.79825240000001, 40.71443319999999]"
New York City,Queens,New York City Health and Hospitals Corporation Queens Hospital Center,NYC-HHC Queens Hospital Center,P.S. 154,N,75-02 162nd Street Room 197,Fresh Meadows,NY,11366,Queens,Children & Adolescents,School,"75-02 162nd Street Room 197, Fresh Meadows, NY 11366",40.7266396,-73.8077048,"[-73.8077048, 40.7266396]"
New York City,Queens,New York City Health and Hospitals Corporation Queens Hospital Center,NYC-HHC Queens Hospital Center,P.S. 160,N,109-59 Inwood Street Room 304,Jamaica,NY,11435,Queens,Children & Adolescents,School,"109-59 Inwood Street Room 304, Jamaica, NY 11435",40.688145,-73.80000330000001,"[-73.80000330000001, 40.688145]"
New York City,Queens,New York City Health and Hospitals Corporation Queens Hospital Center,NYC-HHC Queens Hospital Center,Queens Hospital Center Child & Adolescent OPD,Y,"82-50 164th Street 3rd Floor, Suite P-315",Jamaica,NY,11432,Queens,Children & Adolescents,Community,"82-50 164th Street 3rd Floor, Suite P-315, Jamaica, NY 11432",40.7176634,-73.8037245,"[-73.8037245, 40.7176634]"
New York City,Queens,"New York Counseling for Change, LLC","New York Counseling for Change, LLC",New York Counseling for Change Clinic,Y,30-46 Northern Boulevard,Long Island City,NY,11101,Queens,Adolescents,Community,"30-46 Northern Boulevard, Long Island City, NY 11101",40.7514567,-73.9332407,"[-73.9332407, 40.7514567]"
New York City,Queens,New York Flushing Hospital and Medical Center,New York Flushing Hospital and Medical Center,New York Flushing Hospital and Medical Center Clinic,Y,146-01 45th Avenue,Flushing,NY,11355,Queens,Children & Adolescents,Community,"146-01 45th Avenue, Flushing, NY 11355",40.7552013,-73.81691049999999,"[-73.81691049999999, 40.7552013]"
New York City,Queens,"Northwell Healthcare, Inc./Northwell Quality and Medical Affairs, Inc.",Long Island Jewish Medical Center,Long Island Jewish @ Martin Van Buren High School,N,230-17 Hillside Avenue Rooms 135L and 112,Queens Village,NY,11427,Queens,Adolescents,School,"230-17 Hillside Avenue Rooms 135L and 112, Queens Village, NY 11427",40.7336309,-73.7391435,"[-73.7391435, 40.7336309]"
New York City,Queens,"Northwell Healthcare, Inc./Northwell Quality and Medical Affairs, Inc.",Long Island Jewish Medical Center,The Zucker Hillside Ambulatory Care Clinic,Y,"75-59 263rd Street Amb Care Pavilion Bsmt, 1st &2nd Fl",Glen Oaks,NY,11004,Queens,Children & Adolescents,Community,"75-59 263rd Street Amb Care Pavilion Bsmt, 1st &2nd Fl, Glen Oaks, NY 11004",40.7527356,-73.7114873,"[-73.7114873, 40.7527356]"
New York City,Queens,Outreach Development Corporation,Outreach Development Corporation,Richmond Hill Mental Health Clinic,Y,117-11 Myrtle Avenue,Richmond Hill,NY,11418,Queens,Adolescents,Community,"117-11 Myrtle Avenue, Richmond Hill, NY 11418",40.700275,-73.83201199999999,"[-73.83201199999999, 40.700275]"
New York City,Queens,"Queens County Neuropsychiatric Institute, Inc.","Queens County Neuropsychiatric Institute, Inc","Queens County Neuropsychiatric Institute, Inc.",Y,37-64 72nd Street,Jackson Heights,NY,11372,Queens,Children & Adolescents,Community,"37-64 72nd Street, Jackson Heights, NY 11372",40.7468091,-73.8938534,"[-73.8938534, 40.7468091]"
New York City,Queens,"Samuel Field YM & YWHA, Inc.","Samuel Field YM & YWHA, Inc.",Adolescent Mental Health Center,N,58-20 Little Neck Parkway,Little Neck,NY,11362,Queens,Children & Adolescents,Community,"58-20 Little Neck Parkway, Little Neck, NY 11362",40.7608462,-73.7232832,"[-73.7232832, 40.7608462]"
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Family Life Clinic,Y,89-74 162nd Street 5th Floor,Jamaica,NY,11432,Queens,Children & Adolescents,Community,"89-74 162nd Street 5th Floor, Jamaica, NY 11432",40.70474249999999,-73.798172,"[-73.798172, 40.70474249999999]"
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Far Rockaway Family Life Clinic,N,1600 Central Avenue,Far Rockaway,NY,11691,Queens,Children & Adolescents,Community,"1600 Central Avenue, Far Rockaway, NY 11691",40.6051736,-73.7522446,"[-73.7522446, 40.6051736]"
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Kidwise Mental Health Clinic Satellite,N,"133-25 Guy R. Brewer Boulevard M.S. 72, Suites 118 and 119",Jamaica,NY,11434,Queens,Children & Adolescents,Community,"133-25 Guy R. Brewer Boulevard M.S. 72, Suites 118 and 119, Jamaica, NY 11434",40.681155,-73.7811849,"[-73.7811849, 40.681155]"
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Liberty Avenue Satellite,N,107-14 Liberty Avenue 2nd Floor,Jamaica,NY,11417,Queens,Children & Adolescents,Community,"107-14 Liberty Avenue 2nd Floor, Jamaica, NY 11417",40.6833144,-73.83404929999999,"[-73.83404929999999, 40.6833144]"
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Sheltering Arms Children and Family,N,432 East 149th Street 3rd Floor,Bronx,NY,10455,Bronx,Children & Adolescents,Community,"432 East 149th Street 3rd Floor, Bronx, NY 10455",40.8151598,-73.9162566,"[-73.9162566, 40.8151598]"
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Sheltering Arms Wellness Center at Rockaway Collegiate HS,N,"100-00 Beach Channel Drive Rooms 225A, 273B, 273E, 273F",Rockaway,NY,11694,Queens,Adolescents,School,"100-00 Beach Channel Drive Rooms 225A, 273B, 273E, 273F, Rockaway, NY 11694",40.5865793,-73.8234351,"[-73.8234351, 40.5865793]"
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Sheltering Arms at PS/MS 42 - The Wellness Center,N,488 Beach 66th Street Rooms 448D & 448G,Arverne,NY,11692,Queens,Children & Adolescents,School,"488 Beach 66th Street Rooms 448D & 448G, Arverne, NY 11692",40.594435,-73.7949455,"[-73.7949455, 40.594435]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",August Martin High School,N,156-10 Baisley Boulevard Rooms 105 and 115,Jamaica,NY,11434,Queens,Adolescents,School,"156-10 Baisley Boulevard Rooms 105 and 115, Jamaica, NY 11434",40.6748926,-73.7831781,"[-73.7831781, 40.6748926]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Beach 41st Center,N,426 Beach 40th Street,Far Rockaway,NY,11691,Queens,Children & Adolescents,Community,"426 Beach 40th Street, Far Rockaway, NY 11691",40.5965565,-73.7716332,"[-73.7716332, 40.5965565]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",CCNY at Richmond Hill High School,N,"89-30 114th Street Rooms 138, 138A, and 138B",Jamaica,NY,11418,Queens,Adolescents,School,"89-30 114th Street Rooms 138, 138A, and 138B, Jamaica, NY 11418",40.702299,-73.814717,"[-73.814717, 40.702299]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Child Center of NY @ Forestdale,N,67-35 112th Street,Forest Hills,NY,11375,Queens,Children & Adolescents,Community,"67-35 112th Street, Forest Hills, NY 11375",40.7292228,-73.84230869999999,"[-73.84230869999999, 40.7292228]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Jamaica Family Wellness Center,Y,163-18 Jamaica Avenue 2nd Floor,Jamaica,NY,11432,Queens,Children & Adolescents,Community,"163-18 Jamaica Avenue 2nd Floor, Jamaica, NY 11432",40.7046657,-73.79609239999999,"[-73.79609239999999, 40.7046657]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",PS 197 - The Ocean School,N,825 Hicksville Road Rooms 113-4 and 113-5,Far Rockaway,NY,11691,Queens,Children,School,"825 Hicksville Road Rooms 113-4 and 113-5, Far Rockaway, NY 11691",40.7069739,-73.4829838,"[-73.4829838, 40.7069739]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Prep Academy for Writers - SG Campus,N,143-10 Springfield Boulevard Room 101 D,Springfield Gardens,NY,11413,Queens,Children & Adolescents,School,"143-10 Springfield Boulevard Room 101 D, Springfield Gardens, NY 11413",40.6675872,-73.75817420000001,"[-73.75817420000001, 40.6675872]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",The Child Center of NY at The New Preparatory School - MS 8Q,N,108-35 167th Street Room 121E,Jamaica,NY,11433,Queens,Children & Adolescents,School,"108-35 167th Street Room 121E, Jamaica, NY 11433",40.697147,-73.7864872,"[-73.7864872, 40.697147]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Flushing High School,N,35-01 Union Street Room 270,Flushing,NY,11354,Queens,Adolescents,School,"35-01 Union Street Room 270, Flushing, NY 11354",40.76477140000001,-73.8263806,"[-73.8263806, 40.76477140000001]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",JHS 185,N,147-26 25th Drive Room G1C,Flushing,NY,11354,Queens,Children & Adolescents,School,"147-26 25th Drive Room G1C, Flushing, NY 11354",40.7749864,-73.8185642,"[-73.8185642, 40.7749864]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Macari Family Wellness Center,Y,140-15B Sanford Avenue 2nd Floor,Flushing,NY,11355,Queens,Children & Adolescents,Community,"140-15B Sanford Avenue 2nd Floor, Flushing, NY 11355",40.7576799,-73.8265497,"[-73.8265497, 40.7576799]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",The Child Center of NY at John Bown,N,63-25 Main Street Room 103,Flushing,NY,11367,Queens,Adolescents,Community,"63-25 Main Street Room 103, Flushing, NY 11367",40.7383491,-73.82398640000001,"[-73.82398640000001, 40.7383491]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",CCNY Pan American International HS,N,45-10 94th Street Rooms 116A and 116D,Elmhurst,NY,11373,Queens,Children & Adolescents,School,"45-10 94th Street Rooms 116A and 116D, Elmhurst, NY 11373",40.7434324,-73.8714707,"[-73.8714707, 40.7434324]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",The Child Center @ Long Island City High School,N,"14-30 Broadway Rooms 522A, 522B, and 522C",Long Island City,NY,11106,Queens,Adolescents,School,"14-30 Broadway Rooms 522A, 522B, and 522C, Long Island City, NY 11106",40.7595044,-73.9271644,"[-73.9271644, 40.7595044]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",The Child Center Child Care,N,34-10 108th Street,Corona,NY,11368,Queens,Children & Adolescents,Community,"34-10 108th Street, Corona, NY 11368",40.7558509,-73.8608957,"[-73.8608957, 40.7558509]"
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Woodside Family Wellness Center,Y,67-14 41st Avenue,Woodside,NY,11377,Queens,Children & Adolescents,Community,"67-14 41st Avenue, Woodside, NY 11377",40.7442769,-73.897211,"[-73.897211, 40.7442769]"
New York City,Queens,"The Floating Hospital, Inc.","The Floating Hospital, Inc.",Floating Hospital Clinic,Y,2101 41st Avenue,Long Island City,NY,11101,Queens,Children & Adolescents,Community,"2101 41st Avenue, Long Island City, NY 11101",40.7540855,-73.9419645,"[-73.9419645, 40.7540855]"
New York City,Richmond,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Bernikow Mid-Island JCC of Staten Island,N,1466 Manor Road Room 129,Staten Island,NY,10314,Richmond,Children & Adolescents,Community,"1466 Manor Road Room 129, Staten Island, NY 10314",40.5949041,-74.1263817,"[-74.1263817, 40.5949041]"
New York City,Richmond,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS Madeleine Borg Staten Island Counseling Center,Y,1765 South Avenue,Staten Island,NY,10314,Richmond,Children & Adolescents,Community,"1765 South Avenue, Staten Island, NY 10314",40.600711,-74.19142529999999,"[-74.19142529999999, 40.600711]"
New York City,Richmond,"Northwell Healthcare, Inc./Northwell Quality and Medical Affairs, Inc.",Staten Island University Hospital,SIUH North Site Mental Health Clinic,Y,450 Seaview Avenue,Staten Island,NY,10305,Richmond,Children & Adolescents,Community,"450 Seaview Avenue, Staten Island, NY 10305",40.58401629999999,-74.0877939,"[-74.0877939, 40.58401629999999]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,CHAIT Family Support Satellite,N,444 Saint Mark's Place,Staten Island,NY,10301,Richmond,Children & Adolescents,Community,"444 Saint Mark's Place, Staten Island, NY 10301",40.6387648,-74.07767539999999,"[-74.07767539999999, 40.6387648]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Dongan Hills Satellite,N,44 Dongan Hills Avenue Room 14,Staten Island,NY,10306,Richmond,Children,Community,"44 Dongan Hills Avenue Room 14, Staten Island, NY 10306",40.5876782,-74.1009114,"[-74.1009114, 40.5876782]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,I.S. 2 Satellite,N,333 Midland Avenue Room 313,Staten Island,NY,10306,Richmond,Children & Adolescents,School,"333 Midland Avenue Room 313, Staten Island, NY 10306",40.57698370000001,-74.1005498,"[-74.1005498, 40.57698370000001]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,I.S. 27 Clinic Satellite,N,11 Clove Lake Place Room 55C,Staten Island,NY,10301,Richmond,Adolescents,School,"11 Clove Lake Place Room 55C, Staten Island, NY 10301",40.6283442,-74.1177197,"[-74.1177197, 40.6283442]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,I.S. 49 Clinic Satellite,N,101 Warren Street Room B33,Staten Island,NY,10304,Richmond,Adolescents,School,"101 Warren Street Room B33, Staten Island, NY 10304",40.6206375,-74.0809565,"[-74.0809565, 40.6206375]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Kingsley Satellite,N,10 Kingsley Place Room 207,Staten Island,NY,10301,Richmond,Children,Community,"10 Kingsley Place Room 207, Staten Island, NY 10301",40.6359312,-74.0889918,"[-74.0889918, 40.6359312]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Osgood Satellite,N,16 Osgood Avenue Room 7,Staten Island,NY,10304,Richmond,Children,Community,"16 Osgood Avenue Room 7, Staten Island, NY 10304",40.6187476,-74.0853664,"[-74.0853664, 40.6187476]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,P.S. 44 Clinic Satellite,N,80 Maple Parkway Room 253,Staten Island,NY,10303,Richmond,Children,School,"80 Maple Parkway Room 253, Staten Island, NY 10303",40.6317646,-74.15698909999999,"[-74.15698909999999, 40.6317646]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,P.S. 57 Clinic Satellite,N,140 Palma Drive Room 101B,Staten Island,NY,10304,Richmond,Children,School,"140 Palma Drive Room 101B, Staten Island, NY 10304",40.61110499999999,-74.0835548,"[-74.0835548, 40.61110499999999]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,P.S. 78 Clinic Satellite,N,100 Tompkins Avenue Room 128,Staten Island,NY,10304,Richmond,Children,School,"100 Tompkins Avenue Room 128, Staten Island, NY 10304",40.62223609999999,-74.07912089999999,"[-74.07912089999999, 40.62223609999999]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Port Richmond Satellite,N,166 Lockman Avenue Room 16,Staten Island,NY,10303,Richmond,Children,Community,"166 Lockman Avenue Room 16, Staten Island, NY 10303",40.6331468,-74.16203709999999,"[-74.16203709999999, 40.6331468]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Pouch Satellite,N,657 Castleton Avenue Administrative Building,Staten Island,NY,10301,Richmond,Children,Community,"657 Castleton Avenue Administrative Building, Staten Island, NY 10301",40.6353117,-74.1033443,"[-74.1033443, 40.6353117]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,SIMHS Chait Clinic of RUMC @ Pediat,N,800 Castleton Avenue 2nd Floor,Staten Island,NY,10310,Richmond,Children & Adolescents,School,"800 Castleton Avenue 2nd Floor, Staten Island, NY 10310",40.63449079999999,-74.1092682,"[-74.1092682, 40.63449079999999]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Staten Island MH Society CHAIT Clinic of RUMC,Y,669 Castleton Avenue,Staten Island,NY,10301,Richmond,Children & Adolescents,School,"669 Castleton Avenue, Staten Island, NY 10301",40.6352635,-74.10376219999999,"[-74.10376219999999, 40.6352635]"
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,West Brighton Clinic,Y,690 Castleton Avenue,Staten Island,NY,10310,Richmond,Children & Adolescents,Community,"690 Castleton Avenue, Staten Island, NY 10310",40.6345417,-74.1057811,"[-74.1057811, 40.6345417]"
